date,crime_type,crime_count
2013-12-01T00:00:00Z,ROBBERY,1069
2013-11-01T00:00:00Z,CRIMINAL DAMAGE,2339
2013-11-01T00:00:00Z,BATTERY,3762
2013-11-01T00:00:00Z,NARCOTICS,2727
2013-11-01T00:00:00Z,THEFT,5689
2013-11-01T00:00:00Z,ASSAULT,1252
2013-11-01T00:00:00Z,ROBBERY,926
2013-11-01T00:00:00Z,BURGLARY,1467
2013-11-01T00:00:00Z,MOTOR VEHICLE THEFT,875
2013-11-01T00:00:00Z,DECEPTIVE PRACTICE,1166
2013-11-01T00:00:00Z,OTHER OFFENSE,1375
2013-10-01T00:00:00Z,BATTERY,4439
2013-10-01T00:00:00Z,OTHER OFFENSE,1334
2013-10-01T00:00:00Z,ROBBERY,991
2013-10-01T00:00:00Z,CRIMINAL DAMAGE,2575
2013-10-01T00:00:00Z,THEFT,6070
2013-10-01T00:00:00Z,NARCOTICS,2720
2013-10-01T00:00:00Z,ASSAULT,1506
2013-10-01T00:00:00Z,BURGLARY,1581
2013-10-01T00:00:00Z,MOTOR VEHICLE THEFT,894
2013-10-01T00:00:00Z,DECEPTIVE PRACTICE,1071
2013-09-01T00:00:00Z,THEFT,6407
2013-09-01T00:00:00Z,NARCOTICS,2645
2013-09-01T00:00:00Z,BATTERY,4705
2013-09-01T00:00:00Z,ROBBERY,1071
2013-09-01T00:00:00Z,BURGLARY,1612
2013-09-01T00:00:00Z,CRIMINAL DAMAGE,2595
2013-09-01T00:00:00Z,OTHER OFFENSE,1338
2013-09-01T00:00:00Z,MOTOR VEHICLE THEFT,937
2013-09-01T00:00:00Z,ASSAULT,1608
2013-09-01T00:00:00Z,DECEPTIVE PRACTICE,1010
2013-08-01T00:00:00Z,THEFT,7070
2013-08-01T00:00:00Z,BURGLARY,1758
2013-08-01T00:00:00Z,BATTERY,5024
2013-08-01T00:00:00Z,ASSAULT,1607
2013-08-01T00:00:00Z,CRIMINAL DAMAGE,2831
2013-08-01T00:00:00Z,ROBBERY,1108
2013-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1018
2013-08-01T00:00:00Z,NARCOTICS,3020
2013-08-01T00:00:00Z,DECEPTIVE PRACTICE,1103
2013-08-01T00:00:00Z,OTHER OFFENSE,1561
2013-07-01T00:00:00Z,BURGLARY,1546
2013-07-01T00:00:00Z,NARCOTICS,2974
2013-07-01T00:00:00Z,ROBBERY,1221
2013-07-01T00:00:00Z,BATTERY,5247
2013-07-01T00:00:00Z,THEFT,6994
2013-07-01T00:00:00Z,OTHER OFFENSE,1610
2013-07-01T00:00:00Z,CRIMINAL DAMAGE,2793
2013-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1017
2013-07-01T00:00:00Z,ASSAULT,1629
2013-07-01T00:00:00Z,DECEPTIVE PRACTICE,1080
2013-06-01T00:00:00Z,ASSAULT,1753
2013-06-01T00:00:00Z,BATTERY,5450
2013-06-01T00:00:00Z,OTHER OFFENSE,1500
2013-06-01T00:00:00Z,CRIMINAL DAMAGE,2773
2013-06-01T00:00:00Z,NARCOTICS,2673
2013-06-01T00:00:00Z,BURGLARY,1466
2013-06-01T00:00:00Z,ROBBERY,987
2013-06-01T00:00:00Z,THEFT,6186
2013-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1024
2013-06-01T00:00:00Z,DECEPTIVE PRACTICE,1015
2013-05-01T00:00:00Z,BATTERY,5201
2013-05-01T00:00:00Z,THEFT,6098
2013-05-01T00:00:00Z,NARCOTICS,3079
2013-05-01T00:00:00Z,ROBBERY,971
2013-05-01T00:00:00Z,CRIMINAL DAMAGE,2953
2013-05-01T00:00:00Z,MOTOR VEHICLE THEFT,951
2013-05-01T00:00:00Z,ASSAULT,1837
2013-05-01T00:00:00Z,OTHER OFFENSE,1590
2013-05-01T00:00:00Z,DECEPTIVE PRACTICE,1151
2013-05-01T00:00:00Z,BURGLARY,1550
2013-04-01T00:00:00Z,BATTERY,4624
2013-04-01T00:00:00Z,MOTOR VEHICLE THEFT,909
2013-04-01T00:00:00Z,CRIMINAL DAMAGE,2690
2013-04-01T00:00:00Z,ROBBERY,845
2013-04-01T00:00:00Z,THEFT,5482
2013-04-01T00:00:00Z,OTHER OFFENSE,1546
2013-04-01T00:00:00Z,NARCOTICS,2973
2013-04-01T00:00:00Z,ASSAULT,1609
2013-04-01T00:00:00Z,BURGLARY,1355
2013-04-01T00:00:00Z,DECEPTIVE PRACTICE,1151
2013-03-01T00:00:00Z,BATTERY,4362
2013-03-01T00:00:00Z,THEFT,5227
2013-03-01T00:00:00Z,NARCOTICS,3301
2013-03-01T00:00:00Z,ASSAULT,1411
2013-03-01T00:00:00Z,ROBBERY,771
2013-03-01T00:00:00Z,CRIMINAL DAMAGE,2453
2013-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1065
2013-03-01T00:00:00Z,OTHER OFFENSE,1631
2013-03-01T00:00:00Z,BURGLARY,1224
2013-03-01T00:00:00Z,DECEPTIVE PRACTICE,1152
2013-02-01T00:00:00Z,CRIMINAL DAMAGE,1846
2013-02-01T00:00:00Z,BATTERY,3489
2013-02-01T00:00:00Z,THEFT,4454
2013-02-01T00:00:00Z,OTHER OFFENSE,1452
2013-02-01T00:00:00Z,DECEPTIVE PRACTICE,1035
2013-02-01T00:00:00Z,NARCOTICS,2832
2013-02-01T00:00:00Z,BURGLARY,1157
2013-02-01T00:00:00Z,ASSAULT,1180
2013-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1234
2013-02-01T00:00:00Z,ROBBERY,730
2013-01-01T00:00:00Z,NARCOTICS,2939
2013-01-01T00:00:00Z,BATTERY,3921
2013-01-01T00:00:00Z,ROBBERY,1093
2013-01-01T00:00:00Z,BURGLARY,1569
2013-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1453
2013-01-01T00:00:00Z,THEFT,5350
2013-01-01T00:00:00Z,ASSAULT,1394
2013-01-01T00:00:00Z,CRIMINAL DAMAGE,2455
2013-01-01T00:00:00Z,DECEPTIVE PRACTICE,1247
2013-01-01T00:00:00Z,OTHER OFFENSE,1590
2012-12-01T00:00:00Z,BURGLARY,1789
2012-12-01T00:00:00Z,THEFT,5752
2012-12-01T00:00:00Z,BATTERY,4138
2012-12-01T00:00:00Z,ASSAULT,1386
2012-12-01T00:00:00Z,NARCOTICS,2437
2012-12-01T00:00:00Z,CRIMINAL DAMAGE,2634
2012-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1367
2012-12-01T00:00:00Z,DECEPTIVE PRACTICE,1159
2012-12-01T00:00:00Z,OTHER OFFENSE,1293
2012-12-01T00:00:00Z,ROBBERY,1193
2012-11-01T00:00:00Z,BATTERY,4248
2012-11-01T00:00:00Z,NARCOTICS,2440
2012-11-01T00:00:00Z,CRIMINAL DAMAGE,2692
2012-11-01T00:00:00Z,THEFT,5956
2012-11-01T00:00:00Z,ROBBERY,1205
2012-11-01T00:00:00Z,DECEPTIVE PRACTICE,1219
2012-11-01T00:00:00Z,OTHER OFFENSE,1301
2012-11-01T00:00:00Z,BURGLARY,1962
2012-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1386
2012-11-01T00:00:00Z,ASSAULT,1402
2012-10-01T00:00:00Z,OTHER OFFENSE,1442
2012-10-01T00:00:00Z,BATTERY,4727
2012-10-01T00:00:00Z,ROBBERY,1227
2012-10-01T00:00:00Z,NARCOTICS,2558
2012-10-01T00:00:00Z,ASSAULT,1724
2012-10-01T00:00:00Z,THEFT,6254
2012-10-01T00:00:00Z,CRIMINAL DAMAGE,2860
2012-10-01T00:00:00Z,DECEPTIVE PRACTICE,1213
2012-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1345
2012-10-01T00:00:00Z,BURGLARY,2097
2012-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1286
2012-09-01T00:00:00Z,BATTERY,4740
2012-09-01T00:00:00Z,THEFT,6442
2012-09-01T00:00:00Z,DECEPTIVE PRACTICE,1088
2012-09-01T00:00:00Z,NARCOTICS,2607
2012-09-01T00:00:00Z,ASSAULT,1629
2012-09-01T00:00:00Z,CRIMINAL DAMAGE,2910
2012-09-01T00:00:00Z,OTHER OFFENSE,1318
2012-09-01T00:00:00Z,BURGLARY,1974
2012-09-01T00:00:00Z,ROBBERY,1165
2012-08-01T00:00:00Z,CRIMINAL DAMAGE,3031
2012-08-01T00:00:00Z,NARCOTICS,2663
2012-08-01T00:00:00Z,THEFT,6868
2012-08-01T00:00:00Z,ASSAULT,1884
2012-08-01T00:00:00Z,BATTERY,5355
2012-08-01T00:00:00Z,BURGLARY,2196
2012-08-01T00:00:00Z,ROBBERY,1270
2012-08-01T00:00:00Z,OTHER OFFENSE,1459
2012-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1320
2012-08-01T00:00:00Z,DECEPTIVE PRACTICE,1196
2012-07-01T00:00:00Z,ROBBERY,1329
2012-07-01T00:00:00Z,NARCOTICS,3216
2012-07-01T00:00:00Z,ASSAULT,1927
2012-07-01T00:00:00Z,BATTERY,5946
2012-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1384
2012-07-01T00:00:00Z,THEFT,7105
2012-07-01T00:00:00Z,CRIMINAL DAMAGE,3323
2012-07-01T00:00:00Z,BURGLARY,2260
2012-07-01T00:00:00Z,OTHER OFFENSE,1497
2012-07-01T00:00:00Z,DECEPTIVE PRACTICE,1080
2012-06-01T00:00:00Z,BATTERY,5781
2012-06-01T00:00:00Z,CRIMINAL DAMAGE,3460
2012-06-01T00:00:00Z,ASSAULT,1889
2012-06-01T00:00:00Z,OTHER OFFENSE,1485
2012-06-01T00:00:00Z,THEFT,6943
2012-06-01T00:00:00Z,DECEPTIVE PRACTICE,1066
2012-06-01T00:00:00Z,NARCOTICS,3058
2012-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1439
2012-06-01T00:00:00Z,ROBBERY,1278
2012-06-01T00:00:00Z,BURGLARY,2038
2012-05-01T00:00:00Z,BATTERY,5823
2012-05-01T00:00:00Z,CRIMINAL DAMAGE,3202
2012-05-01T00:00:00Z,ROBBERY,1259
2012-05-01T00:00:00Z,BURGLARY,1906
2012-05-01T00:00:00Z,THEFT,6362
2012-05-01T00:00:00Z,DECEPTIVE PRACTICE,1044
2012-05-01T00:00:00Z,NARCOTICS,3067
2012-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1444
2012-05-01T00:00:00Z,ASSAULT,1925
2012-05-01T00:00:00Z,OTHER OFFENSE,1516
2012-04-01T00:00:00Z,THEFT,6069
2012-04-01T00:00:00Z,NARCOTICS,3022
2012-04-01T00:00:00Z,BATTERY,4678
2012-04-01T00:00:00Z,CRIMINAL DAMAGE,3033
2012-04-01T00:00:00Z,OTHER OFFENSE,1457
2012-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1315
2012-04-01T00:00:00Z,ASSAULT,1622
2012-04-01T00:00:00Z,BURGLARY,1624
2012-04-01T00:00:00Z,ROBBERY,970
2012-04-01T00:00:00Z,DECEPTIVE PRACTICE,1045
2012-03-01T00:00:00Z,BURGLARY,1627
2012-03-01T00:00:00Z,NARCOTICS,3539
2012-03-01T00:00:00Z,CRIMINAL DAMAGE,3077
2012-03-01T00:00:00Z,THEFT,5821
2012-03-01T00:00:00Z,ASSAULT,1853
2012-03-01T00:00:00Z,BATTERY,5259
2012-03-01T00:00:00Z,ROBBERY,841
2012-03-01T00:00:00Z,DECEPTIVE PRACTICE,1055
2012-03-01T00:00:00Z,OTHER OFFENSE,1470
2012-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1332
2012-02-01T00:00:00Z,BATTERY,3952
2012-02-01T00:00:00Z,ASSAULT,1320
2012-02-01T00:00:00Z,NARCOTICS,3580
2012-02-01T00:00:00Z,ROBBERY,694
2012-02-01T00:00:00Z,THEFT,4813
2012-02-01T00:00:00Z,BURGLARY,1382
2012-02-01T00:00:00Z,OTHER OFFENSE,1531
2012-02-01T00:00:00Z,CRIMINAL DAMAGE,2302
2012-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1133
2012-02-01T00:00:00Z,DECEPTIVE PRACTICE,980
2012-01-01T00:00:00Z,BATTERY,4286
2012-01-01T00:00:00Z,ASSAULT,1292
2012-01-01T00:00:00Z,ROBBERY,1006
2012-01-01T00:00:00Z,OTHER OFFENSE,1520
2012-01-01T00:00:00Z,NARCOTICS,3266
2012-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1423
2012-01-01T00:00:00Z,CRIMINAL DAMAGE,2618
2012-01-01T00:00:00Z,THEFT,5572
2012-01-01T00:00:00Z,BURGLARY,1740
2012-01-01T00:00:00Z,DECEPTIVE PRACTICE,1090
2011-12-01T00:00:00Z,THEFT,5886
2011-12-01T00:00:00Z,BATTERY,4428
2011-12-01T00:00:00Z,CRIMINAL DAMAGE,2763
2011-12-01T00:00:00Z,BURGLARY,2176
2011-12-01T00:00:00Z,ASSAULT,1406
2011-12-01T00:00:00Z,ROBBERY,1223
2011-12-01T00:00:00Z,OTHER OFFENSE,1385
2011-12-01T00:00:00Z,NARCOTICS,2915
2011-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1481
2011-12-01T00:00:00Z,DECEPTIVE PRACTICE,1087
2011-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1485
2011-11-01T00:00:00Z,THEFT,6015
2011-11-01T00:00:00Z,CRIMINAL DAMAGE,2933
2011-11-01T00:00:00Z,NARCOTICS,3037
2011-11-01T00:00:00Z,OTHER OFFENSE,1565
2011-11-01T00:00:00Z,BURGLARY,2270
2011-11-01T00:00:00Z,BATTERY,4352
2011-11-01T00:00:00Z,ROBBERY,1214
2011-11-01T00:00:00Z,DECEPTIVE PRACTICE,1053
2011-11-01T00:00:00Z,ASSAULT,1452
2011-10-01T00:00:00Z,BATTERY,5051
2011-10-01T00:00:00Z,NARCOTICS,2974
2011-10-01T00:00:00Z,CRIMINAL DAMAGE,3218
2011-10-01T00:00:00Z,THEFT,6540
2011-10-01T00:00:00Z,ROBBERY,1398
2011-10-01T00:00:00Z,OTHER OFFENSE,1622
2011-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1465
2011-10-01T00:00:00Z,BURGLARY,2431
2011-10-01T00:00:00Z,ASSAULT,1706
2011-10-01T00:00:00Z,DECEPTIVE PRACTICE,1172
2011-09-01T00:00:00Z,THEFT,6497
2011-09-01T00:00:00Z,NARCOTICS,3276
2011-09-01T00:00:00Z,ROBBERY,1274
2011-09-01T00:00:00Z,BATTERY,4757
2011-09-01T00:00:00Z,CRIMINAL DAMAGE,2999
2011-09-01T00:00:00Z,OTHER OFFENSE,1504
2011-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1411
2011-09-01T00:00:00Z,ASSAULT,1799
2011-09-01T00:00:00Z,DECEPTIVE PRACTICE,1144
2011-09-01T00:00:00Z,BURGLARY,2488
2011-08-01T00:00:00Z,NARCOTICS,3525
2011-08-01T00:00:00Z,OTHER OFFENSE,1731
2011-08-01T00:00:00Z,BATTERY,5420
2011-08-01T00:00:00Z,THEFT,7272
2011-08-01T00:00:00Z,ASSAULT,1952
2011-08-01T00:00:00Z,ROBBERY,1323
2011-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1549
2011-08-01T00:00:00Z,BURGLARY,2575
2011-08-01T00:00:00Z,CRIMINAL DAMAGE,3259
2011-08-01T00:00:00Z,DECEPTIVE PRACTICE,1087
2011-07-01T00:00:00Z,BATTERY,6210
2011-07-01T00:00:00Z,NARCOTICS,3338
2011-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1722
2011-07-01T00:00:00Z,ASSAULT,2023
2011-07-01T00:00:00Z,CRIMINAL DAMAGE,3527
2011-07-01T00:00:00Z,ROBBERY,1277
2011-07-01T00:00:00Z,BURGLARY,2365
2011-07-01T00:00:00Z,THEFT,7218
2011-07-01T00:00:00Z,OTHER OFFENSE,1683
2011-07-01T00:00:00Z,DECEPTIVE PRACTICE,943
2011-06-01T00:00:00Z,BATTERY,5873
2011-06-01T00:00:00Z,THEFT,6921
2011-06-01T00:00:00Z,NARCOTICS,3174
2011-06-01T00:00:00Z,CRIMINAL DAMAGE,3432
2011-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1784
2011-06-01T00:00:00Z,DECEPTIVE PRACTICE,1025
2011-06-01T00:00:00Z,ASSAULT,1962
2011-06-01T00:00:00Z,ROBBERY,1178
2011-06-01T00:00:00Z,BURGLARY,2395
2011-06-01T00:00:00Z,OTHER OFFENSE,1742
2011-05-01T00:00:00Z,OTHER OFFENSE,1660
2011-05-01T00:00:00Z,CRIMINAL DAMAGE,3379
2011-05-01T00:00:00Z,NARCOTICS,3042
2011-05-01T00:00:00Z,BATTERY,5771
2011-05-01T00:00:00Z,THEFT,6470
2011-05-01T00:00:00Z,BURGLARY,2441
2011-05-01T00:00:00Z,ASSAULT,1951
2011-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1763
2011-05-01T00:00:00Z,DECEPTIVE PRACTICE,1062
2011-05-01T00:00:00Z,ROBBERY,1243
2011-04-01T00:00:00Z,CRIMINAL DAMAGE,3264
2011-04-01T00:00:00Z,THEFT,5762
2011-04-01T00:00:00Z,BATTERY,5083
2011-04-01T00:00:00Z,ROBBERY,1003
2011-04-01T00:00:00Z,NARCOTICS,3191
2011-04-01T00:00:00Z,ASSAULT,1790
2011-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1658
2011-04-01T00:00:00Z,BURGLARY,2013
2011-04-01T00:00:00Z,OTHER OFFENSE,1847
2011-04-01T00:00:00Z,DECEPTIVE PRACTICE,952
2011-03-01T00:00:00Z,NARCOTICS,3749
2011-03-01T00:00:00Z,THEFT,5506
2011-03-01T00:00:00Z,BATTERY,5159
2011-03-01T00:00:00Z,ASSAULT,1665
2011-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1598
2011-03-01T00:00:00Z,BURGLARY,1818
2011-03-01T00:00:00Z,ROBBERY,952
2011-03-01T00:00:00Z,CRIMINAL DAMAGE,2890
2011-03-01T00:00:00Z,OTHER OFFENSE,1862
2011-03-01T00:00:00Z,DECEPTIVE PRACTICE,961
2011-02-01T00:00:00Z,BATTERY,3757
2011-02-01T00:00:00Z,THEFT,4287
2011-02-01T00:00:00Z,CRIMINAL DAMAGE,2346
2011-02-01T00:00:00Z,NARCOTICS,2891
2011-02-01T00:00:00Z,OTHER OFFENSE,1495
2011-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1262
2011-02-01T00:00:00Z,ROBBERY,757
2011-02-01T00:00:00Z,BURGLARY,1417
2011-02-01T00:00:00Z,ASSAULT,1284
2011-02-01T00:00:00Z,DECEPTIVE PRACTICE,743
2011-01-01T00:00:00Z,THEFT,5291
2011-01-01T00:00:00Z,NARCOTICS,3452
2011-01-01T00:00:00Z,BATTERY,4422
2011-01-01T00:00:00Z,OTHER OFFENSE,1799
2011-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1820
2011-01-01T00:00:00Z,ROBBERY,1105
2011-01-01T00:00:00Z,CRIMINAL DAMAGE,2581
2011-01-01T00:00:00Z,DECEPTIVE PRACTICE,912
2011-01-01T00:00:00Z,BURGLARY,1935
2011-01-01T00:00:00Z,ASSAULT,1389
2010-12-01T00:00:00Z,BATTERY,4046
2010-12-01T00:00:00Z,OTHER OFFENSE,1521
2010-12-01T00:00:00Z,ASSAULT,1265
2010-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1850
2010-12-01T00:00:00Z,THEFT,5269
2010-12-01T00:00:00Z,ROBBERY,1168
2010-12-01T00:00:00Z,CRIMINAL DAMAGE,2361
2010-12-01T00:00:00Z,DECEPTIVE PRACTICE,975
2010-12-01T00:00:00Z,BURGLARY,2109
2010-12-01T00:00:00Z,NARCOTICS,2771
2010-11-01T00:00:00Z,NARCOTICS,3295
2010-11-01T00:00:00Z,BATTERY,4638
2010-11-01T00:00:00Z,ASSAULT,1562
2010-11-01T00:00:00Z,ROBBERY,1265
2010-11-01T00:00:00Z,CRIMINAL DAMAGE,3253
2010-11-01T00:00:00Z,DECEPTIVE PRACTICE,844
2010-11-01T00:00:00Z,BURGLARY,2387
2010-11-01T00:00:00Z,OTHER OFFENSE,1576
2010-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1716
2010-11-01T00:00:00Z,THEFT,5961
2010-10-01T00:00:00Z,NARCOTICS,3511
2010-10-01T00:00:00Z,BURGLARY,2465
2010-10-01T00:00:00Z,BATTERY,5402
2010-10-01T00:00:00Z,CRIMINAL DAMAGE,3668
2010-10-01T00:00:00Z,DECEPTIVE PRACTICE,938
2010-10-01T00:00:00Z,ROBBERY,1458
2010-10-01T00:00:00Z,ASSAULT,1840
2010-10-01T00:00:00Z,THEFT,6784
2010-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1757
2010-10-01T00:00:00Z,OTHER OFFENSE,1824
2010-09-01T00:00:00Z,BATTERY,5342
2010-09-01T00:00:00Z,OTHER OFFENSE,1626
2010-09-01T00:00:00Z,NARCOTICS,3611
2010-09-01T00:00:00Z,THEFT,6812
2010-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1748
2010-09-01T00:00:00Z,CRIMINAL DAMAGE,3403
2010-09-01T00:00:00Z,ASSAULT,1871
2010-09-01T00:00:00Z,BURGLARY,2412
2010-09-01T00:00:00Z,DECEPTIVE PRACTICE,998
2010-09-01T00:00:00Z,ROBBERY,1253
2010-08-01T00:00:00Z,BATTERY,6036
2010-08-01T00:00:00Z,THEFT,7355
2010-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1658
2010-08-01T00:00:00Z,NARCOTICS,3668
2010-08-01T00:00:00Z,ROBBERY,1312
2010-08-01T00:00:00Z,ASSAULT,2012
2010-08-01T00:00:00Z,OTHER OFFENSE,1783
2010-08-01T00:00:00Z,CRIMINAL DAMAGE,3682
2010-08-01T00:00:00Z,BURGLARY,2678
2010-08-01T00:00:00Z,DECEPTIVE PRACTICE,1031
2010-07-01T00:00:00Z,ASSAULT,2047
2010-07-01T00:00:00Z,THEFT,7022
2010-07-01T00:00:00Z,CRIMINAL DAMAGE,3672
2010-07-01T00:00:00Z,BATTERY,6290
2010-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1546
2010-07-01T00:00:00Z,NARCOTICS,3513
2010-07-01T00:00:00Z,ROBBERY,1318
2010-07-01T00:00:00Z,OTHER OFFENSE,1844
2010-07-01T00:00:00Z,DECEPTIVE PRACTICE,1097
2010-07-01T00:00:00Z,BURGLARY,2307
2010-06-01T00:00:00Z,BATTERY,6315
2010-06-01T00:00:00Z,ROBBERY,1220
2010-06-01T00:00:00Z,THEFT,6764
2010-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1490
2010-06-01T00:00:00Z,NARCOTICS,3340
2010-06-01T00:00:00Z,CRIMINAL DAMAGE,3511
2010-06-01T00:00:00Z,ASSAULT,2028
2010-06-01T00:00:00Z,BURGLARY,2232
2010-06-01T00:00:00Z,OTHER OFFENSE,1897
2010-06-01T00:00:00Z,DECEPTIVE PRACTICE,1027
2010-05-01T00:00:00Z,NARCOTICS,3664
2010-05-01T00:00:00Z,BATTERY,6392
2010-05-01T00:00:00Z,DECEPTIVE PRACTICE,945
2010-05-01T00:00:00Z,ASSAULT,2084
2010-05-01T00:00:00Z,THEFT,6576
2010-05-01T00:00:00Z,CRIMINAL DAMAGE,3714
2010-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1653
2010-05-01T00:00:00Z,OTHER OFFENSE,1957
2010-05-01T00:00:00Z,BURGLARY,2221
2010-05-01T00:00:00Z,ROBBERY,1186
2010-04-01T00:00:00Z,BATTERY,5850
2010-04-01T00:00:00Z,NARCOTICS,3780
2010-04-01T00:00:00Z,CRIMINAL DAMAGE,3748
2010-04-01T00:00:00Z,OTHER OFFENSE,1889
2010-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1421
2010-04-01T00:00:00Z,BURGLARY,1966
2010-04-01T00:00:00Z,ASSAULT,1964
2010-04-01T00:00:00Z,THEFT,5995
2010-04-01T00:00:00Z,ROBBERY,1116
2010-04-01T00:00:00Z,DECEPTIVE PRACTICE,1063
2010-03-01T00:00:00Z,BATTERY,6014
2010-03-01T00:00:00Z,THEFT,5936
2010-03-01T00:00:00Z,ROBBERY,1000
2010-03-01T00:00:00Z,NARCOTICS,4391
2010-03-01T00:00:00Z,CRIMINAL DAMAGE,3653
2010-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1316
2010-03-01T00:00:00Z,ASSAULT,1899
2010-03-01T00:00:00Z,BURGLARY,1966
2010-03-01T00:00:00Z,OTHER OFFENSE,2008
2010-03-01T00:00:00Z,DECEPTIVE PRACTICE,1056
2010-02-01T00:00:00Z,OTHER OFFENSE,1702
2010-02-01T00:00:00Z,CRIMINAL DAMAGE,2392
2010-02-01T00:00:00Z,DECEPTIVE PRACTICE,931
2010-02-01T00:00:00Z,NARCOTICS,3981
2010-02-01T00:00:00Z,ASSAULT,1432
2010-02-01T00:00:00Z,THEFT,4679
2010-02-01T00:00:00Z,BATTERY,4244
2010-02-01T00:00:00Z,BURGLARY,1464
2010-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1037
2010-02-01T00:00:00Z,ROBBERY,720
2010-01-01T00:00:00Z,DECEPTIVE PRACTICE,1043
2010-01-01T00:00:00Z,CRIMINAL DAMAGE,2723
2010-01-01T00:00:00Z,OTHER OFFENSE,1945
2010-01-01T00:00:00Z,ASSAULT,1482
2010-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1474
2010-01-01T00:00:00Z,ROBBERY,1220
2010-01-01T00:00:00Z,NARCOTICS,3816
2010-01-01T00:00:00Z,BATTERY,4649
2010-01-01T00:00:00Z,THEFT,5908
2010-01-01T00:00:00Z,BURGLARY,1927
2009-12-01T00:00:00Z,OTHER OFFENSE,1740
2009-12-01T00:00:00Z,BATTERY,4481
2009-12-01T00:00:00Z,THEFT,5799
2009-12-01T00:00:00Z,NARCOTICS,3086
2009-12-01T00:00:00Z,BURGLARY,2300
2009-12-01T00:00:00Z,ROBBERY,1323
2009-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1514
2009-12-01T00:00:00Z,ASSAULT,1449
2009-12-01T00:00:00Z,CRIMINAL DAMAGE,2952
2009-12-01T00:00:00Z,DECEPTIVE PRACTICE,1077
2009-11-01T00:00:00Z,BATTERY,5056
2009-11-01T00:00:00Z,DECEPTIVE PRACTICE,1023
2009-11-01T00:00:00Z,ROBBERY,1341
2009-11-01T00:00:00Z,NARCOTICS,3563
2009-11-01T00:00:00Z,CRIMINAL DAMAGE,3905
2009-11-01T00:00:00Z,ASSAULT,1639
2009-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1376
2009-11-01T00:00:00Z,THEFT,6336
2009-11-01T00:00:00Z,OTHER OFFENSE,1881
2009-11-01T00:00:00Z,BURGLARY,2368
2009-10-01T00:00:00Z,BATTERY,5225
2009-10-01T00:00:00Z,THEFT,6925
2009-10-01T00:00:00Z,DECEPTIVE PRACTICE,1122
2009-10-01T00:00:00Z,ASSAULT,1812
2009-10-01T00:00:00Z,ROBBERY,1404
2009-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1418
2009-10-01T00:00:00Z,CRIMINAL DAMAGE,4128
2009-10-01T00:00:00Z,NARCOTICS,3684
2009-10-01T00:00:00Z,BURGLARY,2486
2009-10-01T00:00:00Z,OTHER OFFENSE,2132
2009-09-01T00:00:00Z,OTHER OFFENSE,1922
2009-09-01T00:00:00Z,BURGLARY,2481
2009-09-01T00:00:00Z,CRIMINAL DAMAGE,3816
2009-09-01T00:00:00Z,BATTERY,5767
2009-09-01T00:00:00Z,NARCOTICS,3726
2009-09-01T00:00:00Z,THEFT,7074
2009-09-01T00:00:00Z,ROBBERY,1342
